Cuenca;Estación;Fecha;Hora;Temperatura (°C);Temp Punto Rocio
84;193;10/04/2012;1300;26.9;-9.0
84;193;10/04/2012;1400;27.4;-9.0
84;193;10/04/2012;1500;26.6;-9.0
84;193;10/04/2012;1600;25.3;-9.0
84;193;10/04/2012;1700;24.6;-9.0
84;193;10/04/2012;1800;22.6;-9.0
84;193;10/04/2012;1900;21.8;-9.0
84;193;10/04/2012;2000;21.6;-9.0
84;193;10/04/2012;2100;20.7;-9.0
84;193;10/04/2012;2200;20.7;-9.0
84;193;10/04/2012;2300;20.4;-9.0
84;193;10/04/2012;2400;20.2;-9.0
84;193;11/04/2012;100;19.9;-9.0
84;193;11/04/2012;200;19.5;-9.0
84;193;11/04/2012;300;19.7;-9.0
84;193;11/04/2012;400;19.6;-9.0
84;193;11/04/2012;500;19.4;-9.0
84;193;11/04/2012;600;19.2;-9.0
84;193;11/04/2012;700;19.3;-9.0
84;193;11/04/2012;800;20.5;-9.0
84;193;11/04/2012;900;22.5;-9.0
84;193;11/04/2012;1000;24.5;-9.0
84;193;11/04/2012;1100;25.8;-9.0
84;193;11/04/2012;1200;26.7;-9.0
84;193;11/04/2012;1300;26.8;-9.0
84;193;11/04/2012;1400;25.8;-9.0
84;193;11/04/2012;1500;24.0;-9.0
84;193;11/04/2012;1600;24.0;-9.0
84;193;11/04/2012;1700;23.5;-9.0
84;193;11/04/2012;1800;22.6;-9.0
84;193;11/04/2012;1900;21.9;-9.0
84;193;11/04/2012;2000;21.2;-9.0
84;193;11/04/2012;2100;20.6;-9.0
84;193;11/04/2012;2200;20.6;-9.0
84;193;11/04/2012;2300;20.5;-9.0
84;193;11/04/2012;2400;19.9;-9.0
84;193;12/04/2012;100;19.6;-9.0
84;193;12/04/2012;200;19.7;-9.0
84;193;12/04/2012;300;19.6;-9.0
84;193;12/04/2012;400;19.6;-9.0
84;193;12/04/2012;500;19.3;-9.0
84;193;12/04/2012;600;19.5;-9.0
84;193;12/04/2012;700;20.3;-9.0
84;193;12/04/2012;800;22.5;-9.0
84;193;12/04/2012;900;24.9;-9.0
84;193;12/04/2012;1000;26.3;-9.0
84;193;12/04/2012;1100;27.6;-9.0
84;193;12/04/2012;1200;28.6;-9.0
84;193;12/04/2012;1300;28.8;-9.0
84;193;12/04/2012;1400;27.5;-9.0
84;193;12/04/2012;1500;25.9;-9.0
84;193;12/04/2012;1600;24.9;-9.0
84;193;12/04/2012;1700;24.1;-9.0
84;193;12/04/2012;1800;22.8;-9.0
84;193;12/04/2012;1900;21.9;-9.0
84;193;12/04/2012;2000;21.4;-9.0
84;193;12/04/2012;2100;21.1;-9.0
84;193;12/04/2012;2200;20.5;-9.0
84;193;12/04/2012;2300;20.3;-9.0
84;193;12/04/2012;2400;19.9;-9.0
84;193;13/04/2012;100;19.5;-9.0
84;193;13/04/2012;200;19.1;-9.0
84;193;13/04/2012;300;18.3;-9.0
84;193;13/04/2012;400;17.6;-9.0
84;193;13/04/2012;500;16.0;-9.0
84;193;13/04/2012;600;15.7;-9.0
84;193;13/04/2012;700;18.6;-9.0
84;193;13/04/2012;800;23.2;-9.0
84;193;13/04/2012;900;25.7;-9.0
84;193;13/04/2012;1000;27.0;-9.0
84;193;13/04/2012;1100;28.1;-9.0
84;193;13/04/2012;1200;27.6;-9.0
84;193;13/04/2012;1300;28.2;-9.0
84;193;13/04/2012;1400;28.1;-9.0
84;193;13/04/2012;1500;26.1;-9.0
84;193;13/04/2012;1600;24.6;-9.0
84;193;13/04/2012;1700;23.6;-9.0
84;193;13/04/2012;1800;22.3;-9.0
84;193;13/04/2012;1900;21.6;-9.0
84;193;13/04/2012;2000;21.6;-9.0
84;193;13/04/2012;2100;21.3;-9.0
84;193;13/04/2012;2200;20.8;-9.0
84;193;13/04/2012;2300;20.5;-9.0
84;193;13/04/2012;2400;19.9;-9.0
84;193;14/04/2012;100;19.7;-9.0
84;193;14/04/2012;200;19.8;-9.0
84;193;14/04/2012;300;19.6;-9.0
84;193;14/04/2012;400;19.8;-9.0
84;193;14/04/2012;500;19.4;-9.0
84;193;14/04/2012;600;18.7;-9.0
84;193;14/04/2012;700;19.9;-9.0
84;193;14/04/2012;800;22.8;-9.0
84;193;14/04/2012;900;25.0;-9.0
84;193;14/04/2012;1000;26.0;-9.0
84;193;14/04/2012;1100;27.1;-9.0
84;193;14/04/2012;1200;27.9;-9.0
84;193;14/04/2012;1300;28.0;-9.0
84;193;14/04/2012;1400;28.0;-9.0
84;193;14/04/2012;1500;27.0;-9.0
84;193;14/04/2012;1600;26.1;-9.0
84;193;14/04/2012;1700;24.1;-9.0
84;193;14/04/2012;1800;22.8;-9.0
84;193;14/04/2012;1900;21.9;-9.0
84;193;14/04/2012;2000;21.1;-9.0
84;193;14/04/2012;2100;20.9;-9.0
84;193;14/04/2012;2200;20.7;-9.0
84;193;14/04/2012;2300;20.3;-9.0
84;193;14/04/2012;2400;20.1;-9.0
84;193;15/04/2012;100;20.1;-9.0
84;193;15/04/2012;200;19.9;-9.0
84;193;15/04/2012;300;19.5;-9.0
84;193;15/04/2012;400;19.3;-9.0
84;193;15/04/2012;500;19.8;-9.0
84;193;15/04/2012;600;19.8;-9.0
84;193;15/04/2012;700;20.5;-9.0
84;193;15/04/2012;800;21.8;-9.0
84;193;15/04/2012;900;23.8;-9.0
84;193;15/04/2012;1000;25.6;-9.0
84;193;15/04/2012;1100;26.6;-9.0
84;193;15/04/2012;1200;27.4;-9.0
84;193;15/04/2012;1300;27.7;-9.0
84;193;15/04/2012;1400;27.5;-9.0
84;193;15/04/2012;1500;26.8;-9.0
84;193;15/04/2012;1600;25.7;-9.0
84;193;15/04/2012;1700;24.8;-9.0
84;193;15/04/2012;1800;22.9;-9.0
84;193;15/04/2012;1900;22.3;-9.0
84;193;15/04/2012;2000;22.0;-9.0
84;193;15/04/2012;2100;21.5;-9.0
84;193;15/04/2012;2200;21.1;-9.0
84;193;15/04/2012;2300;20.7;-9.0
84;193;15/04/2012;2400;20.7;-9.0
84;193;16/04/2012;100;20.4;-9.0
84;193;16/04/2012;200;20.5;-9.0
84;193;16/04/2012;300;20.2;-9.0
84;193;16/04/2012;400;20.1;-9.0
84;193;16/04/2012;500;20.2;-9.0
84;193;16/04/2012;600;20.3;-9.0
84;193;16/04/2012;700;21.6;-9.0
84;193;16/04/2012;800;23.6;-9.0
84;193;16/04/2012;900;25.0;-9.0
84;193;16/04/2012;1000;26.4;-9.0
84;193;16/04/2012;1100;27.9;-9.0
84;193;16/04/2012;1200;28.2;-9.0
84;193;16/04/2012;1300;28.4;-9.0
84;193;16/04/2012;1400;27.3;-9.0
84;193;16/04/2012;1500;24.1;-9.0
84;193;16/04/2012;1600;21.0;-9.0
84;193;16/04/2012;1700;20.9;-9.0
84;193;16/04/2012;1800;21.6;-9.0
84;193;16/04/2012;1900;21.5;-9.0
84;193;16/04/2012;2000;21.3;-9.0
84;193;16/04/2012;2100;21.4;-9.0
84;193;16/04/2012;2200;21.3;-9.0
84;193;16/04/2012;2300;20.9;-9.0
84;193;16/04/2012;2400;20.8;-9.0
84;193;17/04/2012;100;20.9;-9.0
84;193;17/04/2012;200;20.9;-9.0
84;193;17/04/2012;300;20.9;-9.0
84;193;17/04/2012;400;20.5;-9.0
84;193;17/04/2012;500;20.3;-9.0
84;193;17/04/2012;600;20.1;-9.0
84;193;17/04/2012;700;21.5;-9.0
84;193;17/04/2012;800;23.4;-9.0
84;193;17/04/2012;900;24.6;-9.0
84;193;17/04/2012;1000;26.1;-9.0
84;193;17/04/2012;1100;25.7;-9.0
84;193;17/04/2012;1200;24.9;-9.0
84;193;17/04/2012;1300;21.7;-9.0
84;193;17/04/2012;1400;21.2;-9.0
84;193;17/04/2012;1500;20.7;-9.0
84;193;17/04/2012;1600;20.1;-9.0
84;193;17/04/2012;1700;20.1;-9.0
84;193;17/04/2012;1800;20.1;-9.0
84;193;17/04/2012;1900;19.5;-9.0
84;193;17/04/2012;2000;19.6;-9.0
84;193;17/04/2012;2100;19.3;-9.0
84;193;17/04/2012;2200;19.8;-9.0
84;193;17/04/2012;2300;19.9;-9.0
84;193;17/04/2012;2400;20.5;-9.0
84;193;18/04/2012;100;20.5;-9.0
84;193;18/04/2012;200;19.9;-9.0
84;193;18/04/2012;300;19.2;-9.0
84;193;18/04/2012;400;18.4;-9.0
84;193;18/04/2012;500;17.9;-9.0
84;193;18/04/2012;600;17.6;-9.0
84;193;18/04/2012;700;19.4;-9.0
84;193;18/04/2012;800;22.4;-9.0
84;193;18/04/2012;900;23.6;-9.0
84;193;18/04/2012;1000;24.7;-9.0
84;193;18/04/2012;1100;25.4;-9.0
84;193;18/04/2012;1200;26.5;-9.0
84;193;18/04/2012;1300;26.3;-9.0
84;193;18/04/2012;1400;24.7;-9.0
84;193;18/04/2012;1500;23.7;-9.0
84;193;18/04/2012;1600;22.9;-9.0
84;193;18/04/2012;1700;22.2;-9.0
84;193;18/04/2012;1800;21.6;-9.0
84;193;18/04/2012;1900;21.9;-9.0
84;193;18/04/2012;2000;21.7;-9.0
84;193;18/04/2012;2100;21.5;-9.0
84;193;18/04/2012;2200;20.7;-9.0
84;193;18/04/2012;2300;19.5;-9.0
84;193;18/04/2012;2400;19.4;-9.0
84;193;19/04/2012;100;19.3;-9.0
84;193;19/04/2012;200;18.8;-9.0
84;193;19/04/2012;300;18.3;-9.0
84;193;19/04/2012;400;17.9;-9.0
84;193;19/04/2012;500;17.5;-9.0
84;193;19/04/2012;600;17.3;-9.0
84;193;19/04/2012;700;19.9;-9.0
84;193;19/04/2012;800;23.3;-9.0
84;193;19/04/2012;900;25.1;-9.0
84;193;19/04/2012;1000;25.8;-9.0
84;193;19/04/2012;1100;26.2;-9.0
84;193;19/04/2012;1200;26.7;-9.0
84;193;19/04/2012;1300;26.8;-9.0
84;193;19/04/2012;1400;25.4;-9.0
84;193;19/04/2012;1500;23.2;-9.0
84;193;19/04/2012;1600;21.3;-9.0
84;193;19/04/2012;1700;21.4;-9.0
84;193;19/04/2012;1800;21.6;-9.0
84;193;19/04/2012;1900;21.3;-9.0
84;193;19/04/2012;2000;21.4;-9.0
84;193;19/04/2012;2100;21.0;-9.0
84;193;19/04/2012;2200;20.8;-9.0
84;193;19/04/2012;2300;20.5;-9.0
84;193;19/04/2012;2400;20.4;-9.0
84;193;20/04/2012;100;18.8;-9.0
84;193;20/04/2012;200;18.1;-9.0
84;193;20/04/2012;300;17.9;-9.0
84;193;20/04/2012;400;17.7;-9.0
84;193;20/04/2012;500;17.4;-9.0
84;193;20/04/2012;600;17.4;-9.0
84;193;20/04/2012;700;19.8;-9.0
84;193;20/04/2012;800;22.6;-9.0
84;193;20/04/2012;900;24.2;-9.0
84;193;20/04/2012;1000;25.2;-9.0
84;193;20/04/2012;1100;25.8;-9.0
84;193;20/04/2012;1200;25.9;-9.0
84;193;20/04/2012;1300;26.4;-9.0
84;193;20/04/2012;1400;25.3;-9.0
84;193;20/04/2012;1500;21.9;-9.0
84;193;20/04/2012;1600;22.3;-9.0
84;193;20/04/2012;1700;21.4;-9.0
84;193;20/04/2012;1800;21.2;-9.0
84;193;20/04/2012;1900;21.0;-9.0
84;193;20/04/2012;2000;20.2;-9.0
84;193;20/04/2012;2100;19.9;-9.0
84;193;20/04/2012;2200;20.0;-9.0
84;193;20/04/2012;2300;20.1;-9.0
84;193;20/04/2012;2400;20.1;-9.0
84;193;21/04/2012;100;19.3;-9.0
84;193;21/04/2012;200;18.9;-9.0
84;193;21/04/2012;300;18.5;-9.0
84;193;21/04/2012;400;18.2;-9.0
84;193;21/04/2012;500;17.8;-9.0
84;193;21/04/2012;600;17.7;-9.0
84;193;21/04/2012;700;19.9;-9.0
84;193;21/04/2012;800;23.3;-9.0
84;193;21/04/2012;900;24.8;-9.0
84;193;21/04/2012;1000;25.2;-9.0
84;193;21/04/2012;1100;25.9;-9.0
84;193;21/04/2012;1200;26.5;-9.0
84;193;21/04/2012;1300;27.1;-9.0
84;193;21/04/2012;1400;27.0;-9.0
84;193;21/04/2012;1500;26.5;-9.0
84;193;21/04/2012;1600;24.8;-9.0
84;193;21/04/2012;1700;22.9;-9.0
84;193;21/04/2012;1800;22.7;-9.0
84;193;21/04/2012;1900;20.7;-9.0
84;193;21/04/2012;2000;19.8;-9.0
84;193;21/04/2012;2100;19.5;-9.0
84;193;21/04/2012;2200;19.6;-9.0
84;193;21/04/2012;2300;19.4;-9.0
84;193;21/04/2012;2400;19.0;-9.0
84;193;22/04/2012;100;18.6;-9.0
84;193;22/04/2012;200;18.3;-9.0
84;193;22/04/2012;300;18.0;-9.0
84;193;22/04/2012;400;17.6;-9.0
84;193;22/04/2012;500;17.4;-9.0
84;193;22/04/2012;600;17.6;-9.0
84;193;22/04/2012;700;20.7;-9.0
84;193;22/04/2012;800;23.4;-9.0
84;193;22/04/2012;900;25.3;-9.0
84;193;22/04/2012;1000;27.0;-9.0
84;193;22/04/2012;1100;28.3;-9.0
84;193;22/04/2012;1200;29.3;-9.0
84;193;22/04/2012;1300;27.9;-9.0
84;193;22/04/2012;1400;26.1;-9.0
84;193;22/04/2012;1500;19.2;-9.0
84;193;22/04/2012;1600;19.8;-9.0
84;193;22/04/2012;1700;20.4;-9.0
84;193;22/04/2012;1800;21.0;-9.0
84;193;22/04/2012;1900;22.5;-9.0
84;193;22/04/2012;2000;22.3;-9.0
84;193;22/04/2012;2100;21.9;-9.0
84;193;22/04/2012;2200;22.2;-9.0
84;193;22/04/2012;2300;21.5;-9.0
84;193;22/04/2012;2400;21.0;-9.0
84;193;23/04/2012;100;20.8;-9.0
84;193;23/04/2012;200;20.1;-9.0
84;193;23/04/2012;300;20.4;-9.0
84;193;23/04/2012;400;19.9;-9.0
84;193;23/04/2012;500;19.7;-9.0
84;193;23/04/2012;600;19.9;-9.0
84;193;23/04/2012;700;20.7;-9.0
84;193;23/04/2012;800;22.3;-9.0
84;193;23/04/2012;900;22.2;-9.0
84;193;23/04/2012;1000;21.9;-9.0
84;193;23/04/2012;1100;21.3;-9.0
84;193;23/04/2012;1200;21.9;-9.0
84;193;23/04/2012;1300;22.5;-9.0
84;193;23/04/2012;1400;22.8;-9.0
84;193;23/04/2012;1500;21.8;-9.0
84;193;23/04/2012;1600;21.4;-9.0
84;193;23/04/2012;1700;21.6;-9.0
84;193;23/04/2012;1800;21.0;-9.0
84;193;23/04/2012;1900;19.5;-9.0
84;193;23/04/2012;2000;19.3;-9.0
84;193;23/04/2012;2100;18.9;-9.0
84;193;23/04/2012;2200;19.5;-9.0
84;193;23/04/2012;2300;18.8;-9.0
84;193;23/04/2012;2400;18.7;-9.0
84;193;24/04/2012;100;19.2;-9.0
84;193;24/04/2012;200;19.0;-9.0
84;193;24/04/2012;300;19.2;-9.0
84;193;24/04/2012;400;19.4;-9.0
84;193;24/04/2012;500;19.1;-9.0
84;193;24/04/2012;600;19.2;-9.0
84;193;24/04/2012;700;21.1;-9.0
84;193;24/04/2012;800;21.5;-9.0
84;193;24/04/2012;900;21.6;-9.0
84;193;24/04/2012;1000;22.4;-9.0
84;193;24/04/2012;1100;21.8;-9.0
84;193;24/04/2012;1200;22.3;-9.0
84;193;24/04/2012;1300;21.9;-9.0
84;193;24/04/2012;1400;22.0;-9.0
84;193;24/04/2012;1500;21.7;-9.0
84;193;24/04/2012;1600;20.5;-9.0
84;193;24/04/2012;1700;19.9;-9.0
84;193;24/04/2012;1800;19.2;-9.0
84;193;24/04/2012;1900;18.8;-9.0
84;193;24/04/2012;2000;18.8;-9.0
84;193;24/04/2012;2100;18.5;-9.0
84;193;24/04/2012;2200;19.0;-9.0
84;193;24/04/2012;2300;19.1;-9.0
84;193;24/04/2012;2400;19.0;-9.0
84;193;25/04/2012;100;18.7;-9.0
84;193;25/04/2012;200;18.8;-9.0
84;193;25/04/2012;300;18.6;-9.0
84;193;25/04/2012;400;18.7;-9.0
84;193;25/04/2012;500;18.5;-9.0
84;193;25/04/2012;600;18.4;-9.0
84;193;25/04/2012;700;18.8;-9.0
84;193;25/04/2012;800;20.6;-9.0
84;193;25/04/2012;900;21.1;-9.0
84;193;25/04/2012;1000;22.7;-9.0
84;193;25/04/2012;1100;23.4;-9.0
84;193;25/04/2012;1200;23.7;-9.0
84;193;25/04/2012;1300;25.3;-9.0
84;193;25/04/2012;1400;25.2;-9.0
84;193;25/04/2012;1500;24.0;-9.0
84;193;25/04/2012;1600;22.2;-9.0
84;193;25/04/2012;1700;21.6;-9.0
84;193;25/04/2012;1800;20.9;-9.0
84;193;25/04/2012;1900;19.2;-9.0
84;193;25/04/2012;2000;19.0;-9.0
84;193;25/04/2012;2100;19.2;-9.0
84;193;25/04/2012;2200;19.4;-9.0
84;193;25/04/2012;2300;19.2;-9.0
84;193;25/04/2012;2400;18.6;-9.0
84;193;26/04/2012;100;18.9;-9.0
84;193;26/04/2012;200;19.0;-9.0
84;193;26/04/2012;300;19.4;-9.0
84;193;26/04/2012;400;19.3;-9.0
84;193;26/04/2012;500;19.1;-9.0
84;193;26/04/2012;600;19.1;-9.0
84;193;26/04/2012;700;20.5;-9.0
84;193;26/04/2012;800;21.8;-9.0
84;193;26/04/2012;900;24.0;-9.0
84;193;26/04/2012;1000;25.3;-9.0
84;193;26/04/2012;1100;26.6;-9.0
84;193;26/04/2012;1200;27.3;-9.0
84;193;26/04/2012;1300;27.9;-9.0
84;193;26/04/2012;1400;27.3;-9.0
84;193;26/04/2012;1500;24.5;-9.0
84;193;26/04/2012;1600;22.7;-9.0
84;193;26/04/2012;1700;22.8;-9.0
84;193;26/04/2012;1800;22.1;-9.0
84;193;26/04/2012;1900;21.5;-9.0
84;193;26/04/2012;2000;21.1;-9.0
84;193;26/04/2012;2100;20.8;-9.0
84;193;26/04/2012;2200;20.7;-9.0
84;193;26/04/2012;2300;20.7;-9.0
84;193;26/04/2012;2400;20.9;-9.0
84;193;27/04/2012;100;20.6;-9.0
84;193;27/04/2012;200;20.6;-9.0
84;193;27/04/2012;300;20.0;-9.0
84;193;27/04/2012;400;20.0;-9.0
84;193;27/04/2012;500;20.1;-9.0
84;193;27/04/2012;600;20.0;-9.0
84;193;27/04/2012;700;20.6;-9.0
84;193;27/04/2012;800;21.0;-9.0
84;193;27/04/2012;900;21.4;-9.0
84;193;27/04/2012;1000;23.0;-9.0
84;193;27/04/2012;1100;24.0;-9.0
84;193;27/04/2012;1200;24.7;-9.0
84;193;27/04/2012;1300;25.7;-9.0
84;193;27/04/2012;1400;25.2;-9.0
84;193;27/04/2012;1500;23.2;-9.0
84;193;27/04/2012;1600;22.2;-9.0
84;193;27/04/2012;1700;21.4;-9.0
84;193;27/04/2012;1800;20.8;-9.0
84;193;27/04/2012;1900;20.6;-9.0
84;193;27/04/2012;2000;20.6;-9.0
84;193;27/04/2012;2100;20.1;-9.0
84;193;27/04/2012;2200;19.8;-9.0
84;193;27/04/2012;2300;19.8;-9.0
84;193;27/04/2012;2400;19.7;-9.0
84;193;28/04/2012;100;19.7;-9.0
84;193;28/04/2012;200;19.6;-9.0
84;193;28/04/2012;300;19.9;-9.0
84;193;28/04/2012;400;20.0;-9.0
84;193;28/04/2012;500;19.5;-9.0
84;193;28/04/2012;600;19.1;-9.0
84;193;28/04/2012;700;20.3;-9.0
84;193;28/04/2012;800;22.4;-9.0
84;193;28/04/2012;900;24.3;-9.0
84;193;28/04/2012;1000;26.4;-9.0
84;193;28/04/2012;1100;26.5;-9.0
84;193;28/04/2012;1200;26.0;-9.0
84;193;28/04/2012;1300;26.3;-9.0
84;193;28/04/2012;1400;27.5;-9.0
84;193;28/04/2012;1500;26.8;-9.0
84;193;28/04/2012;1600;25.5;-9.0
84;193;28/04/2012;1700;24.6;-9.0
84;193;28/04/2012;1800;23.0;-9.0
84;193;28/04/2012;1900;22.1;-9.0
84;193;28/04/2012;2000;22.0;-9.0
84;193;28/04/2012;2100;21.6;-9.0
84;193;28/04/2012;2200;21.5;-9.0
84;193;28/04/2012;2300;20.8;-9.0
84;193;28/04/2012;2400;20.0;-9.0
84;193;29/04/2012;100;19.7;-9.0
84;193;29/04/2012;200;20.0;-9.0
84;193;29/04/2012;300;20.3;-9.0
84;193;29/04/2012;400;19.7;-9.0
84;193;29/04/2012;500;19.1;-9.0
84;193;29/04/2012;600;19.7;-9.0
84;193;29/04/2012;700;20.7;-9.0
84;193;29/04/2012;800;23.6;-9.0
84;193;29/04/2012;900;25.2;-9.0
84;193;29/04/2012;1000;26.3;-9.0
84;193;29/04/2012;1100;27.9;-9.0
84;193;29/04/2012;1200;27.3;-9.0
84;193;29/04/2012;1300;26.9;-9.0
84;193;29/04/2012;1400;26.5;-9.0
84;193;29/04/2012;1500;22.1;-9.0
84;193;29/04/2012;1600;21.9;-9.0
84;193;29/04/2012;1700;23.2;-9.0
84;193;29/04/2012;1800;23.1;-9.0
84;193;29/04/2012;1900;22.5;-9.0
84;193;29/04/2012;2000;21.8;-9.0
84;193;29/04/2012;2100;22.0;-9.0
84;193;29/04/2012;2200;21.7;-9.0
84;193;29/04/2012;2300;21.4;-9.0
84;193;29/04/2012;2400;21.4;-9.0
84;193;30/04/2012;100;21.2;-9.0
84;193;30/04/2012;200;21.0;-9.0
84;193;30/04/2012;300;20.2;-9.0
84;193;30/04/2012;400;19.1;-9.0
84;193;30/04/2012;500;19.1;-9.0
84;193;30/04/2012;600;20.5;-9.0
84;193;30/04/2012;700;21.5;-9.0
84;193;30/04/2012;800;23.4;-9.0
84;193;30/04/2012;900;25.3;-9.0
84;193;30/04/2012;1000;26.7;-9.0
84;193;30/04/2012;1100;27.7;-9.0
84;193;30/04/2012;1200;28.5;-9.0
84;193;30/04/2012;1300;28.6;-9.0
84;193;30/04/2012;1400;28.3;-9.0
84;193;30/04/2012;1500;27.4;-9.0
84;193;30/04/2012;1600;25.1;-9.0
84;193;30/04/2012;1700;22.9;-9.0
84;193;30/04/2012;1800;22.2;-9.0
84;193;30/04/2012;1900;22.1;-9.0
84;193;30/04/2012;2000;22.2;-9.0
84;193;30/04/2012;2100;22.3;-9.0
84;193;30/04/2012;2200;21.5;-9.0
84;193;30/04/2012;2300;20.6;-9.0
84;193;30/04/2012;2400;20.3;-9.0
84;193;01/05/2012;100;21.3;-9.0
84;193;01/05/2012;200;21.3;-9.0
84;193;01/05/2012;300;20.8;-9.0
84;193;01/05/2012;400;20.6;-9.0
84;193;01/05/2012;500;20.4;-9.0
84;193;01/05/2012;600;20.4;-9.0
84;193;01/05/2012;700;21.9;-9.0
84;193;01/05/2012;800;23.6;-9.0
84;193;01/05/2012;900;25.2;-9.0
84;193;01/05/2012;1000;26.3;-9.0
84;193;01/05/2012;1100;27.1;-9.0
84;193;01/05/2012;1200;27.8;-9.0
84;193;01/05/2012;1300;28.1;-9.0
84;193;01/05/2012;1400;25.7;-9.0
84;193;01/05/2012;1500;22.6;-9.0
84;193;01/05/2012;1600;20.9;-9.0
84;193;01/05/2012;1700;20.7;-9.0
84;193;01/05/2012;1800;20.8;-9.0
84;193;01/05/2012;1900;20.9;-9.0
84;193;01/05/2012;2000;20.8;-9.0
84;193;01/05/2012;2100;20.7;-9.0
84;193;01/05/2012;2200;20.6;-9.0
84;193;01/05/2012;2300;20.1;-9.0
84;193;01/05/2012;2400;19.6;-9.0
84;193;02/05/2012;100;19.5;-9.0
84;193;02/05/2012;200;20.3;-9.0
84;193;02/05/2012;300;20.5;-9.0
84;193;02/05/2012;400;20.5;-9.0
84;193;02/05/2012;500;20.7;-9.0
84;193;02/05/2012;600;20.7;-9.0
84;193;02/05/2012;700;21.3;-9.0
84;193;02/05/2012;800;22.9;-9.0
84;193;02/05/2012;900;24.7;-9.0
84;193;02/05/2012;1000;26.0;-9.0
84;193;02/05/2012;1100;27.1;-9.0
84;193;02/05/2012;1200;28.1;-9.0
84;193;02/05/2012;1300;27.8;-9.0
84;193;02/05/2012;1400;26.1;-9.0
84;193;02/05/2012;1500;25.1;-9.0
84;193;02/05/2012;1600;23.3;-9.0
84;193;02/05/2012;1700;24.0;-9.0
84;193;02/05/2012;1800;23.5;-9.0
84;193;02/05/2012;1900;22.4;-9.0
84;193;02/05/2012;2000;21.9;-9.0
84;193;02/05/2012;2100;21.6;-9.0
84;193;02/05/2012;2200;21.5;-9.0
84;193;02/05/2012;2300;21.4;-9.0
84;193;02/05/2012;2400;21.3;-9.0
84;193;03/05/2012;100;21.1;-9.0
84;193;03/05/2012;200;21.3;-9.0
84;193;03/05/2012;300;20.8;-9.0
84;193;03/05/2012;400;20.9;-9.0
84;193;03/05/2012;500;21.0;-9.0
84;193;03/05/2012;600;20.8;-9.0
84;193;03/05/2012;700;21.4;-9.0
84;193;03/05/2012;800;22.5;-9.0
84;193;03/05/2012;900;23.4;-9.0
84;193;03/05/2012;1000;25.4;-9.0
84;193;03/05/2012;1100;27.0;-9.0
84;193;03/05/2012;1200;28.3;-9.0
84;193;03/05/2012;1300;26.6;-9.0
84;193;03/05/2012;1400;25.5;-9.0
84;193;03/05/2012;1500;25.4;-9.0
84;193;03/05/2012;1600;24.8;-9.0
84;193;03/05/2012;1700;23.3;-9.0
84;193;03/05/2012;1800;22.3;-9.0
84;193;03/05/2012;1900;22.1;-9.0
84;193;03/05/2012;2000;21.8;-9.0
84;193;03/05/2012;2100;21.8;-9.0
84;193;03/05/2012;2200;21.7;-9.0
84;193;03/05/2012;2300;21.6;-9.0
84;193;03/05/2012;2400;21.5;-9.0
84;193;04/05/2012;100;21.7;-9.0
84;193;04/05/2012;200;21.7;-9.0
84;193;04/05/2012;300;21.5;-9.0
84;193;04/05/2012;400;21.5;-9.0
84;193;04/05/2012;500;21.2;-9.0
84;193;04/05/2012;600;21.1;-9.0
84;193;04/05/2012;700;22.0;-9.0
84;193;04/05/2012;800;23.6;-9.0
84;193;04/05/2012;900;24.9;-9.0
84;193;04/05/2012;1000;25.9;-9.0
84;193;04/05/2012;1100;26.2;-9.0
84;193;04/05/2012;1200;26.4;-9.0
84;193;04/05/2012;1300;27.0;-9.0
84;193;04/05/2012;1400;25.6;-9.0
84;193;04/05/2012;1500;20.8;-9.0
84;193;04/05/2012;1600;20.6;-9.0
84;193;04/05/2012;1700;21.7;-9.0
84;193;04/05/2012;1800;21.7;-9.0
84;193;04/05/2012;1900;21.2;-9.0
84;193;04/05/2012;2000;21.4;-9.0
84;193;04/05/2012;2100;21.1;-9.0
84;193;04/05/2012;2200;21.3;-9.0
84;193;04/05/2012;2300;21.2;-9.0
84;193;04/05/2012;2400;21.3;-9.0
84;193;05/05/2012;100;21.3;-9.0
84;193;05/05/2012;200;21.1;-9.0
84;193;05/05/2012;300;20.7;-9.0
84;193;05/05/2012;400;19.5;-9.0
84;193;05/05/2012;500;19.0;-9.0
84;193;05/05/2012;600;18.9;-9.0
84;193;05/05/2012;700;20.1;-9.0
84;193;05/05/2012;800;22.0;-9.0
84;193;05/05/2012;900;23.7;-9.0
84;193;05/05/2012;1000;24.7;-9.0
84;193;05/05/2012;1100;25.7;-9.0
84;193;05/05/2012;1200;26.5;-9.0
84;193;05/05/2012;1300;26.5;-9.0
84;193;05/05/2012;1400;26.5;-9.0
84;193;05/05/2012;1500;25.8;-9.0
84;193;05/05/2012;1600;25.4;-9.0
84;193;05/05/2012;1700;21.8;-9.0
84;193;05/05/2012;1800;19.8;-9.0
84;193;05/05/2012;1900;20.1;-9.0
84;193;05/05/2012;2000;20.0;-9.0
84;193;05/05/2012;2100;19.8;-9.0
84;193;05/05/2012;2200;19.8;-9.0
84;193;05/05/2012;2300;19.7;-9.0
84;193;05/05/2012;2400;19.7;-9.0
84;193;06/05/2012;100;19.3;-9.0
84;193;06/05/2012;200;18.9;-9.0
84;193;06/05/2012;300;19.1;-9.0
84;193;06/05/2012;400;18.9;-9.0
84;193;06/05/2012;500;18.3;-9.0
